artist_name,artist_popularity,artist_followers
raghav,53.0,158574.0
rainbow kitten surprise,70.0,1371355.0
raison varner,29.0,2957.0
rakim,55.0,1017891.0
ramin djawadi,65.0,718418.0
rammstein,77.0,11810806.0
randy houser,57.0,1104896.0
randy newman,59.0,267858.0
rap việt,55.0,2085415.0
rare earth,40.0,192497.0
rascal flatts,68.0,3672255.0
rasheeda,53.0,202732.0
rauw alejandro,88.0,31093918.0
ravyn lenae,76.0,844558.0
raye,81.0,2857629.0
raysoo,10.0,355.0
realestk,56.0,473107.0
reba mcentire,61.0,2223568.0
reclabs,0.0,19.0
red hot chili peppers,82.33333333333333,23226759.0
rednex,56.0,194340.0
reed wonder,62.0,99854.0
regard,63.0,286728.0
regina spektor,59.0,1441574.0
reginaldo de oliveira,5.0,21.0
rema,76.0,8672431.0
reneé rapp,72.0,1262133.0
reprobeater,45.0,2194.0
restricted,60.0,157326.0
retrospectre,47.0,6375.0
retz,40.0,9764.0
revels,14.0,1525.0
revline,47.0,509.0
rex orange county,74.0,6739016.0
rhiannon giddens,47.0,173422.0
rhodes,53.0,145948.0
rich amiri,66.0,794589.0
rich brian,65.0,2145729.0
rich the kid,63.5,3479963.0
richard armitage,49.0,9507.0
richard hawley,47.0,170828.0
richard marx,66.0,1544368.0
richy mitch & the coal miners,67.0,314693.0
ricky rich,57.0,251449.0
riell,52.0,78478.0
riff raff,48.0,193302.0
right right,27.0,200.0
rihanna,90.0,69050055.0
riley green,75.0,1372158.0
rio romeo,64.0,673909.0
risi,11.0,1182.0
rising appalachia,48.0,261140.0
rising6,22.0,3401.0
rita ora,68.0,8411391.0
riton,61.0,161181.0
ritt momney,50.0,152294.0
rival,50.0,85529.0
rl grime,59.0,441801.0
roar,62.0,1477311.0
rob $tone,53.0,317304.0
rob grant,39.0,49536.0
rob thomas,62.0,973349.0
rob wolf,25.0,1152.0
robbie williams,71.0,3314550.0
robert l. euvino,33.0,4141.0
robert palmer,56.0,1102846.0
roberto diana,24.0,2785.0
robin carolan,38.0,6898.0
robin schulz,75.0,3276119.0
robin thicke,63.0,1976419.0
robyn,60.0,871643.0
rocco deluca,39.0,15527.0
rockstar jt,25.0,10987.0
rod stewart,72.0,5563752.0
rod wave,76.0,9673984.0
roddy ricch,74.0,11850722.0
roderic,34.0,24486.0
rodney atkins,60.0,2011461.0
rodrigo y gabriela,47.0,462893.0
roga.,46.0,64215.0
rohan saridena,16.0,2147.0
ron pope,50.0,248615.0
rosa linn,63.0,467908.0
rosalía,76.71428571428571,8605316.0
rosenfeld,51.0,164524.0
ross copperman,41.0,49248.0
rosse,29.0,29094.0
rosé,78.0,13320396.0
roxette,72.0,2853224.0
royal blood,60.0,1708042.0
royel otis,73.0,576895.0
rudimental,67.6,1409983.0
ruelle,61.0,648181.0
rumelis,48.583333333333336,8802.0
rumi,72.0,220991.0
rupert gregson-williams,49.0,47193.0
russ,72.0,5508290.0
russ millions,60.0,1038396.0
russell dickerson,65.0,587206.0
russell watson,38.0,44378.0
ruth b.,69.0,4468964.0
rvssian,71.0,2726605.0
rxrxbbit,32.0,592.0
ryan gosling,55.0,263005.0
ryn weaver,44.0,222178.0
sabir,18.0,435.0
sabrina carpenter,91.0,26559943.0
sabrina claudio,59.0,1719561.0
sad puppy,48.0,45292.0
sade,77.0,5111573.0
sadfriendd,56.0,130326.0
safenokk,12.0,12757.0
saint avangeline,58.0,177128.0
saint jhn,65.0,1153939.0
saint motel,63.0,770400.0
saja boys,80.0,2234812.0
salami rose joe louis,39.0,68676.0
salem ilese,56.0,404261.0
sales,57.0,615432.0
salvia palth,65.0,1363182.0
sam & dave,55.0,369856.0
sam austins,49.0,54011.0
sam bruno,35.0,12477.0
sam cardon,33.0,1965.0
sam feldt,65.0,802580.0
sam fender,73.0,1206228.0
sam fischer,55.0,341193.0
sam hunt,65.0,2473903.0
sam plourd,28.0,309.0
sam smith,81.0,26278854.0
sam sparro,46.0,88260.0
sam tinnesz,63.0,284520.0
samantha lux,4.0,423.0
sammy hagar,50.0,1013720.0
samuel kim,61.0,399854.0
san fernando symphonic assembly,26.0,1459.0
sandra iris,37.0,2184.0
sandëro,44.0,5733.0
santana,70.0,3797948.0
santigold,63.0,802820.0
santo & johnny,51.0,159177.0
sapientdream,57.0,224595.0
sara bareilles,61.0,1987190.0
sara kays,54.0,570879.0
sarah berg,35.0,1843.0
sarah cothran,51.0,305262.0
sarah jaffe,31.0,53066.0
sarah schachner,47.0,52523.0
sasha alex sloan,66.0,1758258.0
sault,62.0,580473.0
savages,26.0,13493.0
savant,38.0,158060.0
sawano hiroyuki,65.0,728021.0
sawd yute,9.0,36.0
saweetie,65.0,2640883.0
scarlett butler,3.0,364.0
schoolboy q,72.0,5039779.0
scizzie,47.0,37315.0
scoobert doobert,36.0,5606.0
score,27.0,1248.0
scorpions,73.0,8602427.0
scott benson band,36.0,9166.0
scotty mccreery,61.0,1143926.0
scouting for girls,52.0,351329.0
sea of thieves,41.0,95832.0
seafret,65.0,1091221.0
sean callery,25.0,4848.0
sean dagher,49.0,29176.0
sean kingston,70.5,3769513.0
sean murray,34.0,8512.0
sean paul,81.0,5279150.0
searows,59.0,226311.0
sebastian ingrosso,67.0,1009832.0
secretpath,23.0,3279.0
seether,69.0,3830824.0
sehore,12.0,44.0
selena gomez,81.0,53267200.0
selena gomez & the scene,67.0,10381965.0
senhit,27.0,54636.0
sera,1.0,1952.0
serena,49.0,176530.0
serena kaya,4.0,4.0
sevdaliza,69.0,917778.0
seven kay,5.0,156.0
shaboozey,75.5,1449816.0
shaed,52.0,196043.0
shaker,46.0,56712.0
shakira,85.0,39809584.0
shams,22.0,227.0
shania twain,70.0,3384921.0
shanin blake,40.0,138369.0
shawn mendes,81.0,45710657.0
she & him,50.0,448638.0
sheck wes,63.0,1781959.0
shehab,57.0,1030417.0
shelailai,23.0,2256.0
shelita,23.0,462.0
shenandoah,58.0,550968.0
sherine,66.0,9684217.0
shiro sagisu,60.0,259200.0
shotty,11.0,382.0
shouse,63.0,174043.0
shpongle,42.0,315612.0
shuggie otis,46.0,182636.0
shy smith,56.0,171799.0
sia,82.0,30556621.0
sickick,64.0,1211803.0
sidewalks and skeletons,62.0,457277.0
sie sound team,50.0,50328.0
siena fantini,13.0,183.0
sienna spiro,66.0,182377.0
sigala,64.0,1581221.0
siiickbrain,43.0,82471.0
silentó,48.0,221937.0
silverberg,40.0,8405.0
sim lakia,4.0,810.0
simon curtis,48.0,151680.0
simon franglen,42.0,19349.0
simple plan,68.0,3917139.0
sir chloe,58.0,907757.0
sista prod,48.0,68226.0
ski mask the slump god,68.0,6052038.0
skillet,75.0,5897210.0
skinny dippers,26.0,4188.0
skott,51.0,236530.0
skrillex,74.0,7528679.0
skrizzly adams,43.0,30470.0
sky ferreira,54.0,640710.0
skylar grey,65.0,672618.0
slayyyter,60.0,460982.0
sleep token,78.0,2822145.0
sleeping at last,66.0,1555597.0
sleepy dawg,39.0,5708.0
sleepy hallow,70.0,2542055.0
slipknot,78.0,14083185.0
slowdive,64.0,1369392.0
slush puppy,41.0,69770.0
slō,61.0,198190.0
smash mouth,64.0,1197682.0
smith & liddle,17.0,543.0
snakehips,56.0,370154.0
snoop dogg,80.25,15700135.0
snow patrol,68.0,3301184.0
snow strippers,65.0,330171.0
soap&skin,60.0,261492.0
sofi tukker,65.0,929485.0
sofia camara,59.0,92183.0
sofia carson,67.0,3736388.0
sofia isella,55.4,557610.0
sofia mills,43.0,71486.0
soft cell,61.0,793663.0
sofía reyes,63.0,3148347.0
soja,60.0,1163792.0
sombr,85.0,2809275.0
somo,55.0,705196.0
son lux,49.0,340030.0
sonic youth,55.0,1309042.0
sonny fodera,66.0,306842.0
sonya belousova,49.0,35514.0
soolking,69.0,6204568.0
sophie ellis-bextor,65.0,570428.0
sophie thatcher,37.0,53720.0
sopperior,30.0,2964.0
sorana,52.0,55780.0
"sorry, alone",29.0,546.0
soulja boy,68.0,2408533.0
souls of mischief,54.0,380684.0
sounds kinda good,19.0,88.0
sparky deathcap,49.0,65353.0
sped up nightcore,64.0,190093.0
sped up viral,48.0,62468.0
sped-o,41.0,6677.0
spice,61.0,589195.0
spice girls,67.0,4243040.0
spongebob squarepants,52.0,424177.0
spotify,16.0,33465.0
sptembrr,4.0,1909.0
st.james,17.0,1254.0
stacey ryan,52.0,189019.0
staind,68.0,2950620.0
stakz devito,28.0,1103.0
stan bush,39.0,38253.0
stanza,10.0,218.0
starley,54.0,229153.0
starship,68.0,1342110.0
staysolidrocky,56.0,396758.0
steeg,43.0,769.0
stefflon don,63.0,1206870.0
stelvio cipriani,48.0,42604.0
stephen barton,38.0,15447.0
stephen dawes,52.0,198872.0
stephen sanchez,71.0,1874891.0
stereophonics,65.0,1748684.0
steve earle,58.0,334730.0
steve jablonsky,57.0,218550.0
steve lacy,77.0,6429788.0
steven price,48.5,39183.0
stevie nicks,68.0,2137540.0
stfn,9.0,73.0
still corners,58.0,374516.0
stimming x lambert,25.0,7633.0
sting,71.0,3857762.0
stone canyons,13.0,27.0
strawberry guy,68.0,1251440.0
stray currents,20.0,1073.0
stromae,73.0,3860463.0
suark,32.0,1496.0
sufjan stevens,70.0,2360290.0
sugababes,58.0,733057.0
sugar jesus,47.0,4569.0
sugarland,54.0,1993973.0
suicidal-idol,60.0,278024.0
suki,29.0,3595.0
suki waterhouse,68.0,1394134.0
sum 41,69.0,4328676.0
summer walker,76.0,8013600.0
sunderworld,32.0,8404.0
sunidhi chauhan,74.0,17579633.0
superfruit,49.0,195254.0
superheaven,62.0,453018.0
superpoze,38.0,38848.0
surf curse,68.0,1744994.0
surf mesa,58.0,191414.0
surfaces,61.0,983406.0
surreal_dvd,55.0,8731.0
survivor,67.0,1405055.0
suzanne vega,59.0,554960.0
swedish house mafia,75.0,3949244.0
swingin' neckbreakers,4.0,643.0
switch disco,53.0,122782.0
sydney rose,63.0,340502.0
sylvia black,32.0,3581.0
syml,71.0,970736.0
syre,0.0,367.0
system of a down,80.0,13976718.0
sza,87.0,33068979.0
sûr faire,42.0,294.0
t.a.t.u.,64.0,1098389.0
t.i.,75.0,5129280.0
t.v. carpio,31.0,3581.0
taene,33.0,1639.0
tailiah breon,22.0,49.0
taio cruz,67.0,2367394.0
take that,63.0,1441836.0
tamba tha god,0.0,23.0
tame impala,84.53846153846153,9523590.0
tamio okuda,45.0,264177.0
tammo,19.0,290.0
tarja preta 013,12.0,80.0
tash sultana,61.0,1785857.0
tate mcrae,88.0,9265406.0
taylor swift,100.0,145542136.0
tears for fears,73.0,4101657.0
teddy,35.0,37108.0
teddy swims,83.0,5674855.0
teena marie,53.0,676569.0
ten years after,56.0,626213.0
tenseoh,37.0,11530.0
tera lynne fister,22.0,1274.0
terence blanchard,49.0,46586.0
terry parks,24.0,26.0
the 1975,76.0,7961145.0
the 502s,55.0,209803.0
the all-american rejects,67.0,3134186.0
the american dawn,59.0,68931.0
the animals,65.0,2646110.0
the anxiety,56.0,230230.0
the band perry,55.0,1615133.0
the beatles,82.05,30726377.0
the bird and the bee,52.0,247035.0
the black keys,68.0,4138562.0
the blue notes,38.0,10148.0
the calling,63.0,921078.0
the chainsmokers,80.0,21360805.0
the chemical brothers,61.0,2246627.0
the chi-lites,44.0,628407.0
the chicks,64.0,1544335.0
the cinematic orchestra,61.0,755390.0
the city of prague philharmonic orchestra,59.666666666666664,133622.0
the cranberries,76.0,5403309.0
the donnas,37.0,154601.0
the doors,71.0,8852274.0
the dubliners,53.0,441005.0
the dø,48.0,410069.0
the eternal dreamers,17.0,841.0
the evolved,25.0,4758.0
the film score orchestra,0.0,4718.0
the flight,44.0,12450.0
the fray,73.0,4290585.0
the game,70.0,5200472.0
the goo goo dolls,76.0,3491229.0
the handsome family,52.0,161074.0
the haygoods,20.0,7785.0
the heavy,58.0,488277.0
the hellbenders,15.0,1778.0
the high kings,53.0,200421.0
the irish rovers,50.0,181181.0
the jackson 5,63.0,1876463.0
the jesus and mary chain,50.0,545766.0
the kid laroi,79.0,6596750.0
the killers,76.0,8008992.0
the kills,47.0,691440.0
the kinks,62.0,2816087.0
the kooks,67.0,2652767.0
the last dinner party,66.0,668762.0
the last shadow puppets,57.0,1206124.0
the lively ones,37.0,26956.0
the loft club,8.0,853.0
the lumineers,76.0,5903211.0
the macarons project,54.0,362833.0
the mamas & the papas,66.0,2061788.0
the marías,83.0,3777019.0
the mutants,19.0,3230.0
the mystics,27.0,18184.0
the neighbourhood,83.0,21614916.0
the notorious b.i.g.,75.0,12766717.0
the outfield,65.0,787399.0
the pharcyde,58.0,864498.0
the platters,57.0,864537.0
the police,76.0,7564780.0
the pretty reckless,59.0,1553110.0
the pussycat dolls,69.0,6273404.0
the queen wasps,5.0,5.0
the rare occasions,65.0,688597.0
the rasmus,60.0,565487.0
the raven vox,4.0,8.0
the real thing,52.0,105762.0
the red clay strays,71.0,1133411.0
the red jumpsuit apparatus,62.0,1532727.0
the relentless,34.0,70356.0
the rolling stones,77.0,15714574.0
the ronettes,65.0,443204.0
the roots,59.0,1494924.0
the royal philharmonic concert orchestra,19.0,387.0
the rumors,23.0,700.0
the scotts,51.0,318007.0
the script,74.0,8811891.0
the secret sisters,50.0,122639.0
the skallywags,40.0,38718.0
the smashing pumpkins,73.0,6082676.0
the smiths,78.0,7733966.0
the sound mind network,6.0,46.0
the space ocean,39.0,91961.0
the strokes,74.16666666666667,6446735.0
the struts,58.0,435937.0
the temper trap,69.0,773244.0
the temptations,65.0,3282964.0
the used,60.0,1304494.0
the vamps,62.0,5913008.0
the velvet underground,60.0,2127342.0
the velveteers,32.0,31684.0
the veronicas,55.0,984364.0
the verve,68.0,2739075.0
the walters,69.0,1047913.0
the wanted,61.0,2444287.0
the war on drugs,58.0,1006099.0
the weeknd,93.32534246575342,113039308.0
the white stripes,68.0,3533200.0
the wombats,61.0,1110794.0
the xx,63.0,3785833.0
the zombies,57.0,1078624.0
thedodo,39.0,29192.0
thierry von der warth,62.0,47263.0
third vibes,24.0,3776.0
thirty seconds to mars,67.0,3967538.0
thom yorke,56.8,1215070.0
thomas day,56.0,259120.0
thomas newman,60.0,277520.0
thomas rhett,73.0,4984665.0
thornetta davis,16.0,4679.0
three days grace,77.0,7302348.0
three loco,23.0,19323.0
tim mcgraw,69.0,5043722.0
timbaland,79.0,3469963.0
timber,32.0,37.0
timber timbre,45.0,226303.0
timmy trumpet,69.0,1303279.0
timothée chalamet,56.0,149707.0
tinariwen,47.0,453184.0
tinashe,76.0,3084389.0
tinie tempah,62.0,835625.0
tiësto,80.0,7980308.0
toby keith,70.0,3014433.0
toby mai,50.0,73397.0
todrick hall,49.0,435368.0
tokio hotel,62.0,1360190.0
tolou,28.0,4401.0
tom frane,48.0,85781.0
tom grennan,63.0,613768.0
tom hiddleston,17.0,9263.0
tom odell,76.5,4311492.0
tom petty,68.0,2969744.0
tom waits,57.0,1460772.0
tomcraft,43.0,42663.0
tommee profitt,64.0,351526.0
tommy richman,68.0,938200.0
tommyandmary,8.0,1117.0
tones and i,69.0,3006445.0
toni dos anjos,6.0,475.0
toon,37.0,10928.0
toopoor,46.0,128149.0
toosii,63.0,2342730.0
topic,72.0,318355.0
toploader,61.0,121417.0
tora,49.0,139067.0
tory lanez,79.0,8276031.0
toto,73.0,3718127.0
tove lo,71.63636363636364,3677060.0
tracy lawrence,60.0,1296424.0
traditional,60.0,101837.0
train,70.0,4516207.0
transviolet,39.0,219681.0
trash boat,38.0,127334.0
travie mccoy,59.0,489247.0
travis scott,89.0,41131037.0
travis tritt,63.5,1625403.0
trevor daniel,59.0,927698.0
trevor jones,51.0,43632.0
trevor morris,52.0,90530.0
trevor rabin,42.0,34057.0
trey songz,69.0,7745199.0
trfn,50.0,39852.0
trippie redd,80.0,11010665.0
troy,59.0,133868.0
troye sivan,72.13333333333334,9463490.0
tsukasa saitoh,43.0,12225.0
tungevaag,58.0,175275.0
turndownn,24.0,378.0
tv girl,79.25,12569270.0
tv on the radio,55.0,688032.0
tweekacore,38.0,25554.0
twenty one pilots,83.0,25762646.0
twice,83.0,23342437.0
twin shadow,45.0,213895.0
two door cinema club,66.0,2546279.0
two feet,67.0,2177612.0
two steps from hell,61.0,868224.0
two worlds ii,29.0,1804.0
ty dolla $ign,81.0,7319540.0
tyga,78.0,7315854.0
tyla,77.0,3509163.0
tyler bates,50.25,88455.0
"tyler, the creator",86.0,24451340.0
tørismad,29.0,378.0
túlio pereira,13.0,17.0
u2,75.0,13593848.0
uhfwea,30.0,193.0
ultra sunn,46.0,82479.0
umaii,25.0,1078.0
umur anil gokdag,56.0,18840.0
unaloon,31.0,43976.0
unknown t,53.0,367831.0
unlike pluto,57.0,398681.0
unloved,38.0,64354.0
untrusted,45.0,20753.0
upsahl,53.0,400624.0
usher,80.0,13753493.0
vacations,68.0,1485869.0
valentin,40.0,2159.0
valve studio orchestra,46.0,90429.0
vamero,48.0,11894.0
van herpen,37.0,1081.0
van morrison,69.0,3597735.0
vance joy,74.0,3482109.0
vanessa carlton,63.0,715855.0
vanessa da mata,64.0,1392074.0
vanna rainelle,57.0,90428.0
various artists,0.0,2777927.0
vctrys,28.0,3745.0
vengaboys,63.0,581061.0
verifiziert,43.0,37276.0
verzache,52.0,265495.0
vestron vulture,49.0,137471.0
vicarious visions audio,34.0,13714.0
victoria monét,61.0,1263572.0
vida,30.0,21839.0
video game players,48.0,71368.0
video games live,37.0,104042.0
vierre cloud,50.0,141836.0
vince bello,6.0,84.0
vince gill,60.0,686959.0
vince staples,65.0,2030506.0
virgil howe,21.0,3014.0
virtual riot,51.0,358475.0
visibly true,20.0,114.0
vize,60.0,220555.0
vnv nation,47.0,214097.0
voncho,12.0,390.0
vundabar,59.0,542316.0
w sound,73.0,812534.0
wafia,55.0,173156.0
waka flocka flame,69.0,2857175.0
wale,72.0,4278389.0
walk the moon,65.0,2239954.0
wallows,67.0,3002443.0
warpaint,44.0,512699.0
waylon jennings,67.0,1680797.0
wayne marshall,35.0,14818.0
waytoolost,21.0,169.0
weeklyn,30.0,6940.0
wegz,61.0,7437933.0
weisser quiff,28.0,1517.0
weknewnothing,27.0,3637.0
westerlund,34.0,1809.0
westside connection,55.0,1661470.0
weyes blood,56.0,561316.0
what matters the most,25.0,814.0
wheatus,65.0,325342.0
wheeler walker jr.,55.0,558728.0
whethan,62.0,325011.0
whiskey myers,68.0,1144333.0
whitebuffs,0.0,2379.0
whoopa,26.0,2105.0
why mona,46.0,102423.0
wilkinson,60.0,304362.0
will hyde,40.0,17337.0
will roush,33.0,6685.0
will smith,65.0,1155240.0
will.i.am,73.0,4428244.0
willamette stone,40.0,71661.0
willie nelson,69.0,2572589.0
willow,68.0,2981715.0
witt lowry,55.0,608869.0
wiz khalifa,81.0,12078615.0
wizkid,79.0,9449714.0
wizthemc,73.0,226566.0
wolf alice,65.0,858427.0
wolfgang amadeus mozart,75.0,5898725.0
wolfmother,56.0,1013775.0
woodkid,63.0,894945.0
woody jackson,49.0,29433.0
wte lik,6.0,27.0
wu-tang clan,65.0,3707332.0
wwe,63.333333333333336,699445.0
x,41.0,167670.0
x ambassadors,69.0,3108097.0
xander ward,34.8,729.0
xanemusic,32.0,92528.0
xavi,76.0,8456647.0
xo team,31.0,106381.0
xoxomyah,24.0,26967.0
xxanteria,58.0,462135.0
xxkatusjinsux,50.0,97074.0
xxxtentacion,83.0,51727329.0
xylø,43.0,364003.0
y2k,56.0,331482.0
yaima,52.0,146763.0
yall,47.0,45865.0
yandel,76.0,8820592.0
yasuharu takanashi,58.0,112003.0
yasunori nishiki,47.0,21109.0
yeah yeah yeahs,66.0,1475085.0
yeahman,49.0,53987.0
yeat,79.0,5978358.0
yelawolf,64.0,2363438.0
yg,71.0,3477960.0
yg marley,56.0,679601.0
ygf devo,24.0,162.0
ylsounds,0.0,599.0
ylvis,47.0,180681.0
yng lvcas,65.0,445514.0
ynw melly,71.0,12755534.0
yonaka,48.0,185071.0
yorina,38.0,7287.0
yoshihisa hirano,50.375,62853.0
yot club,61.0,686397.0
you me at six,53.0,692223.0
young m.a,61.0,1620367.0
young money,60.0,3277692.0
young stoner life,63.0,287616.0
young the giant,65.0,1704555.0
young thug,84.0,12421354.0
youngbloodz,47.0,634747.0
youngboy never broke again,84.2,14958573.0
your anxiety buddy,46.0,51748.0
yuka kitamura,48.0,49206.0
yuki hayashi,58.0,165536.0
yulee,24.0,679.0
yung alpo,24.0,166.0
yung gravy,66.0,1758083.0
yung kai,70.0,1981867.0
yungblud,73.0,3204129.0
yunggoth✰,49.0,287277.0
yutaka yamada,50.0,51295.0
zach bryan,84.0,7325625.0
zach templar,53.0,215447.0
zaid khaled,37.0,68002.0
zandros,57.0,77490.0
zara larsson,77.36363636363636,10915923.0
zauntee,46.0,141405.0
zayn,77.0,24114464.0
zedd,73.0,6111556.0
zelda,8.0,3263.0
zerb,68.5,174981.0
zoe wees,62.0,579294.0
zombie nation,46.0,53901.0
zukrassverliebt,24.0,435.0
zulan,53.0,33160.0
zummer,46.5,1186.0
¥$,69.0,1042697.0
ängie,32.0,156667.0
ólafur arnalds,63.0,881054.0
öwnboss,59.0,110860.0
加藤達也,39.0,14699.0
攬佬skai isyourgod,64.0,298654.0
時瀬高等学校箏曲部,22.0,2625.0
桑原まこ,12.0,346.0
梶浦 由記,53.0,132111.0
藤澤慶昌,40.0,13575.0
