artist_name,artist_popularity,artist_followers
hugel,77.0,662191.0
huncho jack,54.0,1200041.0
hunter hayes,53.0,1214595.0
huntr/x,87.0,3568209.0
hurricane on saturn,39.0,4952.0
hus,44.0,61487.0
huts,48.0,120148.0
hxnry,37.0,19984.0
hyper kenzo,46.0,11490.0
hypermorph,43.0,5109.0
hyuna,46.0,2228312.0
i dont know how but they found me,57.0,1105908.0
i hear sirens,30.0,19724.0
i'll take you there choir,52.0,8928.0
i.u,11.0,753.0
iaco,47.0,4124.0
iamjakehill,59.0,638664.0
iammag,15.0,122.0
iamnotshane,44.0,152591.0
ian asher,70.0,223449.0
ian size,32.0,1844.0
ic3peak,55.0,1417494.0
ice cube,72.0,11064671.0
ice spice,69.0,4787436.0
icon for hire,47.0,357081.0
icona pop,66.0,778972.0
idina menzel,68.0,570812.0
idles,57.0,837346.0
idreesi,27.0,20920.0
iggy azalea,67.0,6619312.0
iggy pop,64.0,1785619.0
ilan eshkeri,48.0,30694.0
illit,74.0,3756729.0
iluro,41.285714285714285,8658.0
imagine dragons,85.0,58375520.0
imanbek,66.0,277287.0
imogen heap,75.0,1125738.0
imxgine,47.0,25511.0
incubus,69.0,3641378.0
india thieriot,24.0,2803.0
indiehay,0.0,2301.0
indigo girls,51.0,391604.0
indila,69.0,2547411.0
inner circle,62.0,497497.0
inon zur,46.0,48484.0
intellios,17.0,1310.0
internet money,64.5,1035863.0
irma thomas,47.0,124272.0
isaac chambers,46.0,70176.0
isabel larosa,71.0,2571784.0
itzhak perlman,62.0,174783.0
iv tune,11.0,54.0
iyaz,65.0,1156272.0
iza,60.0,4754990.0
iñigo quintero,64.0,591695.0
j 2 5,7.0,34.0
j balvin,86.0,39113380.0
j. baez,7.0,60.0
j. cole,82.0,27077429.0
j.i.bri,16.0,2177.0
ja rule,69.0,2152404.0
jack harlow,75.0,4350533.0
jack johnson,73.0,4044863.0
jack ü,59.0,1081127.0
jackboys,62.0,1315942.0
jacob storey,32.0,3246.0
jacob tillberg,39.0,53247.0
jadakiss,62.0,1264189.0
jade,65.0,299896.0
jaden,63.0,1943863.0
jain,58.0,984041.0
james arthur,79.0,20854863.0
james bay,67.0,4106573.0
james blake,69.0,1551541.0
james blunt,70.0,3298298.0
james horner,63.0,350707.0
james hype,69.0,494854.0
james morrison,62.0,1561325.0
james newton howard,62.0,412983.0
james otto,43.0,104190.0
james tw,58.0,1368895.0
jamie christopherson,28.0,11135.0
jamie lidell,40.0,84615.0
jamie salisbury aka jonas west,12.0,190.0
jan2k1,28.0,2843.0
jana diab,50.0,17560.0
janet jackson,66.0,4095156.0
jann,50.0,211032.0
jared moreno luna,31.0,5704.0
jas von,39.0,9729.0
jason aldean,74.56521739130434,7054208.0
jason charles miller,43.0,17999.0
jason derulo,76.0,12460874.0
jason graves,33.0,14768.0
jason hayes,47.0,14091.0
jason mraz,71.0,7312594.0
jawsh 685,55.0,146015.0
jax jones,68.0,1255871.0
jay bird,31.0,6636.0
jay rock,69.0,1632880.0
jay sean,66.0,2051659.0
jay-z,82.0,10380063.0
jaymes young,64.0,1041835.0
jd & the straight chasers,49.0,1874.0
jeff beal,39.0,17317.0
jeff buckley,72.0,2288846.0
jeff russo,42.0,35140.0
jeff van dyck,39.0,9735.0
jefferson airplane,56.0,1741839.0
jela,44.0,1499.0
jelly roll,79.0,6099725.0
jennie,81.0,12337033.0
jennifer lopez,74.0,13711146.0
jenny o.,25.0,14911.0
jeremiah sand,2.0,1272.0
jeremias,59.0,246162.0
jeremih,73.0,7221524.0
jeremy soule,64.71428571428571,189207.0
jeremy zucker,65.0,2359204.0
jeremy zuckerman,43.25,23565.0
jerry goldsmith,50.0,107489.0
jesper kyd,55.0,132037.0
jess glynne,73.0,3164627.0
jesse harlin,23.0,1974.0
jesse hopkins,27.0,3432.0
jesse®,43.0,301532.0
jessica baran-surel,36.0,11260.0
jessica mazin,25.0,20509.0
jessica pratt,54.0,170169.0
jessie j,71.0,12192383.0
jessie murph,76.0,1626341.0
jet,62.0,722985.0
jhené aiko,75.0,9617522.0
jiggy tone,8.0,2057.0
jim bonney,13.0,350.0
jim sturgess,38.0,22421.0
jimi hendrix,66.0,7367979.0
jimilian,45.0,71773.0
jimin,79.0,10844512.0
jimmy eat world,66.0,1798607.0
jin,80.0,9703374.0
jisoo,73.0,7282227.0
jls,49.0,512713.0
jnl,9.0,439.0
jnr choi,46.0,77400.0
jo dee messina,56.5,849521.0
joan as police woman,38.0,97548.0
joan jett & the blackhearts,62.0,1114209.0
joe anderson,33.0,6528.0
joe cocker,62.0,2599494.0
joe diffie,57.0,911314.0
joe henson,17.0,363.0
joe hermes,23.0,1518.0
joe hisaishi,68.0,1487314.0
joe nichols,57.0,862404.0
joegarratt,31.0,2956.0
joel adams,44.0,211125.0
joel corelitz,34.0,4722.0
joel corry,66.0,470451.0
joel mcneely,33.0,9222.0
joel p west,31.0,7832.0
joey bada$$,70.0,3817987.0
johan söderqvist,48.0,24951.0
john + jane q. public,54.0,57270.0
john brandt,8.0,39.0
john carpenter,57.0,158739.0
john debney,50.0,37513.0
john hartford,37.0,49720.0
john legend,73.0,8072466.0
john michael montgomery,59.25,1199052.0
john newman,68.0,821195.0
john paesano,47.0,52337.0
john powell,63.44444444444444,301384.0
john travolta,64.0,220761.0
john williams,70.0754716981132,1605820.0
johnning,51.0,43226.0
johnny cash,73.0,6905347.0
johnny goth,43.0,134059.0
johnny hollow,29.0,32152.0
johnny rain,35.0,84044.0
johnny thunders,31.0,101770.0
joji,80.88235294117646,10645550.0
jon brion,48.0,66700.0
jon langston,47.0,374677.0
jon pardi,73.0,2339392.0
jonas blue,72.0,3877733.0
jonas brothers,75.0,7761878.0
jonas kvarnström,41.0,20833.0
jonas lefvert,20.0,2543.0
jonasu,44.0,21223.0
jonna jinton,38.0,71238.0
jony,67.0,2053792.0
jordan adetunji,61.0,340128.0
jordan davis,71.0,1615711.0
jordan parker,34.0,2657.0
jordan seigel,39.0,5470.0
jordana bryant,38.0,60659.0
joris de man,39.0,9582.0
josh abbott band,50.0,264691.0
josh homme,36.0,57702.0
josh turner,64.0,2716219.0
josé gonzález,63.0,1230155.0
journey,73.0,6510494.0
joy again,58.0,472580.0
joywave,53.0,321085.0
jp cooper,63.0,942544.0
jp saxe,61.0,627551.0
jubël,58.0,97875.0
juice wrld,85.0,42565036.0
juju,56.0,596698.0
julia michaels,69.0,5292876.0
julie doiron,59.0,127417.0
juma44,2.0,644.0
jung kook,79.0,18620976.0
jungle,69.0,1744522.0
just kids,40.0,16520.0
justice,66.0,1400890.0
justin bieber,91.0,85050158.0
justin hurwitz,60.0,196577.0
justin timberlake,81.5,15830822.0
justine skye,61.0,956325.0
jutes,61.0,288264.0
jvke,75.0,5812926.0
jvla,48.0,108906.0
jw velly,46.0,28773.0
jóhann jóhannsson,60.0,313622.0
k!llx,45.0,1896.0
k'naan,61.0,305384.0
k.flay,60.333333333333336,645009.0
k3yn0t3,47.0,1987.0
kae,50.0,25025.0
kailee morgue,46.0,409356.0
kaleo,70.0,2044434.0
kali uchis,83.0,9475754.0
kane brown,71.0,5778418.0
kansas,65.0,1935571.0
kanye west,89.0,31059657.0
kaptain swizzy,13.0,290.0
karin dreijer andersson,0.0,2285.0
karol g,87.0,60395783.0
kat dahlia,48.0,327550.0
kate anstey,10.0,34.0
kate bush,70.0,2516750.0
kate nash,48.0,441127.0
kate rusby,38.0,62663.0
katseye,82.33333333333333,5285995.0
katy perry,83.0,38409786.0
kavinsky,60.0,1035527.0
kayote,49.0,19306.0
keane,73.0,3922290.0
kehlani,78.0,8667215.0
keira knightley,43.0,77758.0
keith urban,67.0,5273567.0
keke palmer,49.0,732101.0
kelly clarkson,72.0,10961941.0
kelly rowland,68.0,3726318.0
kelsea ballerini,66.0,1337454.0
kelsey lu,40.0,149035.0
kelsey olivia,15.0,3150.0
ken,50.0,7219.0
kendra erika,25.0,8363.0
kendrick lamar,89.0,44606446.0
kenia os,70.0,6640767.0
kenny chesney,69.0,4887584.0
kenya grace,61.0,578827.0
kenzo cregan,27.0,3666.0
kesha,78.0,9160918.0
kev-y,12.0,6.0
kevin gates,74.0,6808651.0
kevin kiner,45.333333333333336,41379.0
kevin kiner; gustavo santaolalla,19.0,868.0
kevin macleod,51.0,345078.0
kevin penkin,52.0,84929.0
kevin sherwood,57.0,56368.0
key glock,73.0,2398201.0
khalid,82.0,16946293.0
khantrast,62.0,394628.0
khari!,19.0,1413.0
khruangbin,69.0,2185005.0
kid cudi,78.5,7688970.0
kid ink,67.0,2967234.0
kid rock,65.0,2994436.0
kiiara,58.0,934794.0
kiki rockwell,50.0,136853.0
kikomori,18.0,1450.0
killstation,52.0,575509.0
kim petras,69.5,1192996.0
kina,61.0,898530.0
kindness,33.0,85324.0
king crimson,55.0,1308429.0
king gizzard & the lizard wizard,34.0,1320025.0
king kxmi,8.0,2482.0
king von,74.0,7938689.0
kings of leon,76.0,5757305.0
kinneret,52.0,112003.0
kirkiimad,29.0,60814.0
kiss,72.0,11003838.0
kivimetsän druidi,12.0,12884.0
klaas,62.0,141180.0
klangkarussell,61.0,444144.0
klaus badelt,62.0,143444.0
kleenex,26.0,26604.0
kløn,32.0,4723.0
kobzx2z,61.0,46395.0
kodak black,79.0,12478974.0
kodaline,65.66666666666667,3183968.0
kohei tanaka,40.0,21585.0
koji kondo,47.0,61813.0
kolbein,28.0,631.0
konet,25.0,569.0
kool & the gang,67.0,2812855.0
korn,75.42857142857143,9702725.0
kotaro nakagawa,33.0,6112.0
kremor,31.0,1176.0
kris allen,37.0,161597.0
kris james,35.0,1803.0
kris kross,49.0,557315.0
kristofer maddigan,46.0,51692.0
kroma,54.0,11283.0
krs-one,51.0,732543.0
ksi,57.0,2759302.0
kujah,32.0,5553.0
kungs,66.0,982462.0
kupla,52.0,103849.0
kxllswxtch,60.0,342581.0
kxng leó,1.0,177.0
kyanu,56.0,22633.0
kygo,76.0,8670063.0
kyle,58.0,1119800.0
kyle dixon & michael stein,54.0,136230.0
kyu sakamoto,39.0,39528.0
kyuss,49.0,534917.0
l. charlemagne,2.0,33.0
l3na,17.0,134.0
la bouche,65.0,390130.0
la roux,60.0,668219.0
labrinth,73.0,3635756.0
labyrinth ear,43.0,65561.0
laci kay somers,28.0,7683.0
lady a,66.0,3720791.0
lady gaga,88.28169014084507,42298315.0
lafawndah,16.0,21333.0
lafferty,18.0,181.0
lagosta,48.0,41420.0
laime,36.0,31236.0
lainey wilson,73.0,1538992.0
lali banks,15.0,39.0
lana del rey,88.0,51847587.0
landon cube,53.0,395259.0
larry june,65.0,559539.0
last call,49.0,2100.0
latto,75.0,2338401.0
laufey,82.0,8495493.0
laura karpman,34.0,7557.0
laura marling,52.0,534815.0
laurel,53.0,126719.0
lauren daigle,67.0,3134316.0
lauren o'connell,40.0,23482.0
lauren spencer smith,68.0,1764567.0
lauv,73.0,6816695.0
lay bankz,63.0,721666.0
lazerhawk,37.0,124893.0
le castle vania,51.0,126704.0
le sserafim,78.0,7960904.0
le tigre,61.0,542758.0
league minimum,40.0,507.0
league of legends,76.0,2100243.0
led zeppelin,76.0,15974926.0
lee an,16.0,259.0
lee ann womack,53.0,811009.0
leidan,24.0,545.0
lele pons,56.0,1734183.0
lena&linus,39.0,32105.0
leon alex,37.0,11476.0
leon thomas,74.0,735818.0
leona lewis,65.0,3786304.0
leonard cohen,63.0,3702045.0
leonard slatkin,42.0,7573.0
lerocque,23.0,13839.0
lewis capaldi,79.0,14045780.0
lexdez,14.0,486.0
lexie stevenson,34.0,103.0
lia morena,3.0,2.0
liam payne,62.0,10241850.0
libby ember,19.0,181.0
libianca,61.0,573709.0
lifehouse,63.0,2146238.0
lil baby,84.0,21662596.0
lil dicky,59.0,2046209.0
lil durk,78.0,9504357.0
lil god dan,50.0,112613.0
lil jon & the east side boyz,63.0,1130026.0
lil lano,42.0,265664.0
lil mosey,64.0,5982826.0
lil nas x,71.0,12310527.0
lil peep,82.0,15702014.0
lil pump,61.0,7569701.0
lil q,33.0,321.0
lil skies,64.0,5287479.0
lil tay,22.0,26987.0
lil tecca,79.0,10172903.0
lil tjay,74.0,10192579.0
lil uzi vert,82.0,19260805.0
lil wayne,86.0,17938214.0
lil yachty,75.0,10907844.0
lila holler,17.0,1068.0
lila wilde,13.0,687.0
lilly wood and the prick,62.0,264457.0
lilster,45.0,16330.0
lily allen,73.0,2223643.0
limi,59.0,105439.0
limp bizkit,78.0,8166087.0
lindsey fish,23.0,3629.0
link wray,45.0,131000.0
linkin park,88.0,31819030.0
lisa,75.0,13273537.0
lisa o'neill,40.0,51609.0
lithe,69.0,513404.0
little big town,60.0,2881528.0
little mix,71.0,12326751.0
lizot,60.0,110333.0
lizzo,68.0,5739313.0
lizzy mcalpine,74.0,1544658.0
lmfao,66.0,4431588.0
lmnt 115,35.0,5813.0
lo la,2.0,630.0
lofi fruits music,65.0,967494.0
logic,71.0,6141719.0
lola blanc,47.0,163172.0
lola young,77.0,1462626.0
london music works,50.0,85930.0
london symphony orchestra,73.0,350662.0
lonely god,51.0,137609.0
lonelyeve,53.0,27085.0
lonestar,57.0,1482069.0
lord huron,76.0,2166950.0
lorde,80.0,10541250.0
loreen,65.0,1194065.0
loreena mckennitt,52.0,564181.0
lorne balfe,56.0,96043.0
los lobos,57.0,197592.0
los lobos featuring arturo sandoval,18.0,437.0
lost frequencies,75.0,3098824.0
lotte kestner,39.0,43554.0
lou bega,59.0,177919.0
loud luxury,63.0,691772.0
louis tomlinson,64.0,7077085.0
love,44.0,271107.0
lovemyvictims,35.0,1329.0
lp,65.0,2833139.0
lucas mazotti,3.0,3.0
lucasta,32.0,637.0
lucidbeatz,62.0,249306.0
luck,29.0,11860.0
lucky daye,62.0,881780.0
ludacris,76.0,3429213.0
ludwig göransson,64.0,425177.0
ludwig van beethoven,71.0,5716963.0
luis bacalov,44.0,36891.0
luis fonsi,73.0,10982585.0
lukas graham,69.0,2948318.0
luke bryan,74.0,9408174.0
luke combs,83.0,13402920.0
luke dean,60.0,27567.0
lum!x,63.0,224352.0
lupe fiasco,66.0,1984424.0
luude,61.0,169709.0
lv,0.0,555.0
lxngvx,67.0,616853.0
lykke li,67.0,1948451.0
lynyrd skynyrd,72.0,5883727.0
lyrical reign,8.0,34.0
m.i.a.,66.0,1475425.0
mabel,61.666666666666664,2041575.0
mac demarco,79.0,7996784.0
mac miller,81.0,12177441.0
macklemore,74.0,2829534.0
macklemore & ryan lewis,66.33333333333333,2671075.0
madi rindge,23.0,3112.0
madism,55.0,31871.0
madison beer,74.13333333333334,8508071.0
madison ryan,0.0,539.0
madonna,78.0,8794984.0
madreblu,19.0,2841.0
mae stephens,56.0,192529.0
magdalena bay,68.0,554509.0
maggie andrew,20.0,2448.0
maggie lindemann,62.0,2046864.0
magic wands,38.0,20220.0
magic!,66.0,1610608.0
mahrex,9.0,127.0
maithili raelle,19.0,2633.0
majestic,61.0,99150.0
major lazer,73.0,6302021.0
makaveli,55.0,3474128.0
malukah,47.0,111168.0
maluma,83.0,38568546.0
manchester orchestra,60.0,638973.0
mandrazo,48.0,10272.0
mansionz,44.0,326356.0
manu chao,70.0,1990666.0
manu pilas,51.0,58351.0
manuel turizo,81.0,15711025.0
many voices speak,28.0,13129.0
mara,8.0,12.0
marble fade,0.0,335.0
marc streitenfeld,47.0,29929.0
marchy,37.0,794.0
marcin przybyłowicz,56.0,90200.0
marco beltrami,43.0,52623.0
marco lume,24.0,246.0
marcos neiva,7.0,1022.0
mare,50.0,3963.0
maren morris,67.0,888857.0
mareux,62.0,585032.0
mariah carey,79.0,11913071.0
mariah the scientist,73.0,1180085.0
maribou state,65.0,487869.0
marilyn manson,71.0,4972305.0
marina,72.0,6115364.0
mario,68.0,3993013.0
marion mcpherson,0.0,31.0
mark ambor,66.0,685131.0
mark chesnutt,55.0,846642.0
mark gutierrez,12.0,1090.0
mark ii,25.0,722.0
mark mancina,52.0,24036.0
mark morrison,62.0,149943.0
mark mothersbaugh,46.0,41178.0
mark ronson,74.0,1294408.0
maroon 5,85.0,45777722.0
marshmello,80.0,34481381.0
marstereon,51.0,2385.0
martin garrix,74.0,15121684.0
martin o'donnell,56.0,106730.0
marty robbins,60.666666666666664,626733.0
marvin gaye,72.0,5977021.0
marvin winans,47.0,168546.0
marwan moussa,61.0,2652612.0
masaru yokoyama,47.0,33090.0
masego,68.0,1578811.0
mashrou' leila,45.0,376028.0
masked wolf,59.0,787903.0
matchbox twenty,67.0,2688999.0
matt and kim,45.0,391213.0
matt goss,16.0,9639.0
matt maeson,64.0,540669.0
matthew ifield,53.0,212334.0
mauricio maia,4.0,276.0
mavzy grx,45.0,9382.0
max dean,59.0,45843.0
max mcnown,72.0,694838.0
maya hawke,46.0,532995.0
maya kuriel,19.0,9683.0
mazdem,41.0,49348.0
mazie,50.0,227929.0
mazzy star,71.0,1827886.0
mblue,38.0,6157.0
mc hammer,55.0,764443.0
mc slug,3.0,4.0
mckyyy,59.0,104940.0
meaghan smith,24.0,9718.0
medasin,53.0,146812.0
meduza,70.0,965027.0
medz,37.0,6199.0
meek mill,72.0,8277770.0
meg myers,48.0,264519.0
megan moroney,73.0,1163610.0
megan thee stallion,76.0,10895519.0
meghan trainor,73.6,15744271.0
mehmet tekinol,0.0,469.0
mehro,56.0,409725.0
meka,20.0,2114.0
melanie martinez,75.0,22220366.0
melodream,39.0,1586.0
men i trust,69.0,2325598.0
meric again,43.0,5251.0
metaboy,48.0,2631.0
metallica,81.25,32177831.0
method man,65.0,2358187.0
metr,29.0,5195.0
metric,61.0,919870.0
metro boomin,84.0,11687489.0
metro exodus,33.0,13677.0
mgk,78.0,5643959.0
mgmt,73.0,3572246.0
mica levi,30.0,49104.0
michael abels,35.0,12855.0
michael bublé,73.0,6893994.0
michael cera,49.0,247537.0
michael giacchino,63.1578947368421,430400.0
michael hunter,42.0,44133.0
michael jackson,84.33333333333333,37462708.0
michael kamen,45.0,35324.0
michael marcagi,64.0,274140.0
michael salvatori,57.0,45813.0
michael schulte,59.0,345962.0
michelle branch,57.0,689453.0
michiru yamane,28.0,16641.0
mick harvey,35.0,35417.0
midnight berlin,42.0,4171.0
migos,74.0,14641094.0
miguel,78.0,6132588.0
mike oldfield,57.0,679831.0
mike posner,67.44444444444444,1526336.0
mike shinoda,54.0,604003.0
mike will made-it,63.0,1655889.0
mikolai stroinski,52.0,24104.0
miksu / macloud,62.0,185287.0
mild high club,55.0,608024.0
miley cyrus,81.0,26568626.0
millo,5.0,429.0
millows,41.0,2489.0
mimi webb,57.0,388088.0
mindless self indulgence,70.0,1617182.0
mint condition,52.0,852150.0
minzie,46.0,7240.0
mirah,36.0,61215.0
miranda lambert,66.0,3708746.0
misfit milli,22.0,90.0
mishaal tamer,58.0,192887.0
miss li,54.0,347877.0
misternez,18.0,200.0
mitski,78.14285714285714,11039895.0
mk,69.0,354095.0
mkto,62.0,1101988.0
mobb deep,69.0,2415439.0
moby,68.0,2067349.0
moderat,54.0,763143.0
modest mouse,62.0,1572658.0
molchat doma,61.0,1581975.0
moliy,73.0,197500.0
montell fish,72.0,2133043.0
montgomery gentry,54.0,1524123.0
monty cotton,24.0,2089.0
monyq,4.0,41.0
moow,39.0,58190.0
morgan wallen,88.0,14005617.0
morphine,49.0,400628.0
mos def,64.0,1631498.0
mother mother,69.0,4494756.0
mothica,50.0,319377.0
motörhead,63.0,4480295.0
movie sounds,4.0,98.0
movie sounds unlimited,36.0,64675.0
mr. probz,64.0,355026.0
mr.kitty,61.4,837453.0
mrs.tissue,14.0,607.0
ms krazie,45.0,213395.0
ms. lauryn hill,71.0,3479555.0
mumford & sons,73.0,6613930.0
mumiy troll,46.0,330981.0
mumm-ra,32.0,25448.0
munboi,24.0,818.0
muni long,65.0,972319.0
mura masa,58.0,701462.0
musashi project,48.0,92008.0
muse,75.5,8466090.0
mustard,71.0,1930877.0
my bloody valentine,52.0,1103638.0
my chemical romance,78.0,10298850.0
mychael danna,50.0,34710.0
myke towers,85.0,21958567.0
mykki blanco,35.0,86563.0
myles lloyd,56.0,38082.0
myles smith,74.0,1322522.0
myriam gendron,20.0,7443.0
m|o|o|n,46.0,149399.0
måneskin,76.0,10640396.0
mø,68.0,1465450.0
n'john,34.0,9375.0
n.e.r.d,59.0,935460.0
naeleck,66.0,115232.0
naimos riggerz,7.0,24.0
namira,18.0,91.0
nancy ajram,62.0,3751254.0
nardo wick,61.0,1613435.0
nas,71.0,4292330.0
nat & alex wolff,35.0,67673.0
natalie holt,45.0,39292.0
natalie jane,60.0,1174326.0
natalie la rose,46.0,128961.0
natalie taylor,54.0,211557.0
natasha bedingfield,71.0,1904542.0
nathan johnson,38.0,7132.0
nathan whitehead,29.0,6065.0
naughty boy,62.0,415464.0
nav,69.0,3563926.0
naym,37.0,8703.0
nazaki,42.0,11904.0
nbdy,38.0,122377.0
nbmusic,9.0,2827.0
nbsplv,62.0,309981.0
nck,32.5,2505.0
ndotz,59.0,273361.0
ne-yo,80.0,10220440.0
nea,50.0,57965.0
neal acree,44.5,17684.0
nebu kiniza,50.0,400264.0
neiked,59.0,190159.0
neil diamond,65.0,3241736.0
nelly,74.0,3745509.0
nelly furtado,77.0,4727543.0
nemesis,27.0,2422.0
neon trees,64.0,1284368.0
neoni,66.0,640347.0
neptunica,62.0,73057.0
nessa barrett,68.0,1719900.0
nessi gomes,42.0,91548.0
neve,25.0,19649.0
new west,68.0,627327.0
newjeans,77.0,11611877.0
nf,76.0,11162039.0
niall horan,70.0,10238134.0
nic dean,41.0,30249.0
nicholas bonnin,52.0,60344.0
nicholas britell,60.333333333333336,176006.0
nicholas hooper,55.5,55561.0
nick cave & the bad seeds,62.5,1563657.0
nick hissom,22.0,2001.0
nick jonas,63.0,9979409.0
nickelback,78.0,7849274.0
nicki minaj,84.0,34297934.0
nicky jam,81.0,20568367.0
nicky youre,63.0,329655.0
nico & vinz,61.0,573474.0
night acclaim,2.0,940.0
nightlite,3.0,289.0
niki,76.0,8642338.0
niklas dee,64.0,84858.0
nikon,1.0,226.0
niloserra,6.0,4.0
nilu,42.0,28498.0
nina simone,68.0,3231156.0
nine inch nails,71.0,3065386.0
nino rota,53.666666666666664,145189.0
nio garcia,67.0,5576392.0
nirvana,81.0,23398010.0
niteboi,46.0,80459.0
njomza,45.0,50314.0
nle choppa,73.0,10023089.0
no angels,41.0,72252.0
no doubt,68.0,3126833.0
no feels,19.0,610.0
noah cyrus,72.0,2069532.0
noah kahan,82.0,4379868.0
nobuo uematsu,59.0,354630.0
noisettes,46.0,128303.0
nombe,55.0,226784.0
normani,66.0,2956534.0
nostalgic feeling,30.0,414.0
nothing but thieves,63.0,1325652.0
noturgf,58.0,116368.0
now o later,43.0,2599.0
nu,55.0,170130.0
nxi,26.0,2348.0
o-zone,54.0,169924.0
o.t. genasis,50.0,1100826.0
oasis,80.0,12399445.0
octavian,47.0,254587.0
october surprise,48.0,1950.0
odetari,74.0,4573539.0
of monsters and men,69.0,3615053.0
offset,57.75,5610584.0
og1savage,6.0,141.0
oh no,42.0,66794.0
oh wonder,64.0,1093423.0
oingo boingo,56.0,526122.0
okay kaya,43.0,124262.0
ola strandh,29.0,5980.0
old dominion,67.0,1738831.0
old gods of asgard,43.0,92948.0
oliver cronin,39.0,65719.0
oliver damian,3.0,92.0
oliver tree,67.0,2583984.0
olivia bragoli,20.0,1099.0
olivia cox,18.0,1263.0
olivia dean,88.0,1524283.0
olivia fern,44.0,26887.0
olivia herdt,24.0,10100.0
olivia newton-john,67.0,1791980.0
olivia o'brien,60.0,2069542.0
olivia rodrigo,84.48550724637681,49083617.0
olivia soli,15.0,2381.0
ollie twist,17.0,106.0
olly alexander (years & years),68.0,2041384.0
olly murs,62.0,3186602.0
omarion,59.0,3280085.0
omi,63.0,690380.0
omido,58.857142857142854,72278.0
one direction,83.0,40275440.0
onerepublic,81.0,18706004.0
onr,27.0,8057.0
opez,39.0,23473.0
or barak,12.0,2956.0
orlando kallen,25.0,2136.0
orville peck,54.0,467896.0
orvyn sol,15.0,48.0
oscar maydon,81.0,6968754.0
oscen,35.0,17142.0
other lives,45.0,120370.0
otto deburaux & the clown lounge,9.0,64.0
outkast,73.0,3382362.0
ovi jozi,17.0,3567.0
owl city,66.0,2503055.0
ozora,18.0,20718.0
ozzy osbourne,75.0,7569660.0
p!nk,78.0,18208465.0
p.a.b,7.0,49.0
p.t. adamczyk,54.0,49276.0
padre tóxico,26.0,13179.0
palaye royale,59.0,786994.0
paloma faith,64.0,1499294.0
panic! at the disco,76.0,12721192.0
papa roach,71.33333333333333,6096792.0
paramore,79.0,9797201.0
paris hilton,48.0,808436.0
paris paloma,66.0,786890.0
parker mccollum,66.0,704570.0
parov stelar,60.0,1106316.0
party favor,47.0,180459.0
partynextdoor,83.0,10115734.0
passarella death squad,22.0,4480.0
passenger,67.0,3758862.0
pastel ghost,63.0,940759.0
patrick doyle,55.0,97044.0
patrick watson,70.0,919612.0
paul james,24.0,671.0
paul russell,58.0,253726.0
paulo henrique david,14.0,979.0
pawel blaszczak,43.0,18068.0
peach tree rascals,50.0,242892.0
peaches,45.0,284406.0
peachy!,48.0,236788.0
pearl,53.0,133588.0
pearl jam,75.0,9919919.0
peggy gou,62.0,1067325.0
penelope scott,58.0,1293557.0
penthox,18.0,3062.0
percival schuttenbach,48.333333333333336,64618.0
perpetualll,39.0,20007.0
peso pluma,86.0,23973526.0
pet shop boys,68.0,2195283.0
peter bjorn and john,60.0,435132.0
peter nashel,18.0,772.0
phantogram,69.0,967620.0
pharrell williams,79.0,5316473.0
phay,20.0,5344.0
phil collins,76.0,7339106.0
phil wickham,70.0,1300663.0
philip glass,58.0,689447.0
phillip phillips,60.0,1139141.0
phoebe bridgers,76.0,3007903.0
pia baris,24.0,2256.0
pierce the veil,76.0,3928705.0
pinar toprak,42.0,15042.0
pink floyd,79.0,22729968.0
pink sweat$,61.0,1862702.0
pinkpantheress,78.0,4763234.0
piotr musiał,49.0,17501.0
pirate hunter,13.0,666.0
pistol day parade,6.0,773.0
pitbull,84.0,11939612.0
pixie lott,44.0,938275.0
pixies,68.0,3544284.0
pj harvey,57.0,1200822.0
plain white t's,62.0,1345390.0
playamane,45.0,192204.0
playboi carti,86.0,15037198.0
player1,30.0,4292.0
plaza,50.0,211275.0
polo g,76.0,13056061.0
polyphia,58.0,1338329.0
pools,14.0,1502.0
pop smoke,75.2,15616692.0
poppy,66.0,1686734.0
port sulphur band,43.0,36308.0
porter robinson,59.0,1220599.0
portishead,64.0,2339851.0
portugal. the man,69.0,1525079.0
post malone,85.5421686746988,47726839.0
poul,53.0,1161.0
pow,45.0,73003.0
powfu,66.0,1474124.0
prasewon,38.0,10229.0
prax,23.0,1982.0
precedence,17.0,266.0
pretenders,62.0,1681119.0
prettymuch,54.0,1261169.0
prezioso,62.0,159294.0
prince royce,74.0,8654826.0
princess chelsea,52.0,231471.0
project north,23.0,1914.0
provoker,46.0,73788.0
psy,62.0,1819643.0
psychoyp,48.0,154802.0
ptasinski,64.0,423959.0
public,53.0,238218.0
puddle of mudd,63.0,2315984.0
puffcorn,21.0,23907.0
purity ring,52.0,603022.0
pvris,58.333333333333336,719836.0
quality control,64.0,1605530.0
quavo,76.0,8083202.0
queen,82.0,55209500.0
queen latifah,51.0,244696.0
queens of the stone age,69.0,3837190.0
quevedo,82.0,6416353.0
quincy jones,56.0,456253.0
r. carlos nakai,47.0,64144.0
r. city,63.0,226501.0
r. kelly,66.0,2485646.0
r.e.m.,72.0,5365848.0
r2,42.0,483.0
raaban,50.0,413516.0
rachel platten,58.0,1007753.0
radiohead,85.0,13848580.0
rae morris,41.0,71857.0
rae sremmurd,69.0,7767429.0
raekwon,61.0,665179.0
rag'n'bone man,65.0,2244656.0
